Altitude (m),Temperature (deg C),Gravity (m/s2),Pressure (N/m2),Density (kg/m3),Dynamic Viscosity (N*s/m2)
26200,-50.40754248103465,9.726309006717509,2122.7619398190886,0.03319987067839176,1.4548963329937232e-05
26300,-50.30836328497932,9.7260042555895,2090.722660864581,0.032684225149598616,1.4554348658834946e-05
26400,-50.20918719644763,9.725699518784259,2059.1818726391098,0.03217682828621681,1.4559732776032579e-05
26500,-50.11001421529352,9.725394796300892,2028.1315878562575,0.03167754430951456,1.4565115682086022e-05
26600,-50.010844341370955,9.725090088138499,1997.5639509071398,0.031186239738595037,1.4570497377550852e-05
26700,-49.91167757453394,9.724785394296186,1967.4712356287375,0.030702783350448102,1.4575877862982343e-05
26800,-49.81251391463641,9.724480714773055,1937.8458431111776,0.030227046140716436,1.4581257138935456e-05
26900,-49.71335336153237,9.724176049568205,1908.6802995430803,0.029758901285160146,1.4586635205964846e-05
27000,-49.61419591507581,9.723871398680743,1879.9672540944118,0.0292982241018089,1.4592012064624854e-05
27100,-49.51504157512076,9.72356676210977,1851.6994768361506,0.028844892013788644,1.4597387715469518e-05
27200,-49.41589034152122,9.72326213985439,1823.8698566960497,0.028398784512809683,1.4602762159052563e-05
27300,-49.31674221413121,9.722957531913705,1796.471399449999,0.027959783123306253,1.4608135395927414e-05
27400,-49.21759719280479,9.72265293828682,1769.4972257481836,0.027527771367213183,1.461350742664717e-05
27500,-49.11845527739598,9.722348358972836,1742.9405691754587,0.0271026347293685,1.4618878251764646e-05
27600,-49.01931646775887,9.722043793970856,1716.7947743454904,0.02668426062353314,1.4624247871832325e-05
27700,-48.92018076374748,9.721739243279988,1691.0532950278175,0.026272538359012648,1.4629616287402402e-05
27800,-48.8210481652159,9.721434706899327,1665.709692307399,0.025867359107872284,1.4634983499026743e-05
27900,-48.721918672018205,9.721130184827985,1640.757632776065,0.02546861587273461,1.4640349507256926e-05
28000,-48.62279228400851,9.72082567706506,1616.190886755234,0.025076203455147914,1.46457143126442e-05
28100,-48.52366900104087,9.720521183609655,1592.003326549438,0.02469001842451652,1.4651077915739532e-05
28200,-48.42454882296943,9.720216704460881,1568.1889247299848,0.024309959087580896,1.4656440317093555e-05
28300,-48.32543174964829,9.719912239617834,1544.7417524483337,0.023935925458439294,1.4661801517256609e-05
28400,-48.226317780931595,9.719607789079621,1521.655977778631,0.0235678192291006,1.466716151677872e-05
28500,-48.12720691667346,9.719303352845346,1498.9258640887863,0.023205543740557267,1.4672520316209609e-05
28600,-48.02809915672802,9.718998930914113,1476.545768439796,0.022849003954372067,1.4677877916098692e-05
28700,-47.92899450094947,9.718694523285025,1454.5101400125845,0.022498106424765893,1.4683234316995067e-05
28800,-47.82989294919196,9.718390129957186,1432.8135185620008,0.022152759271199345,1.4688589519447541e-05
28900,-47.73079450130962,9.718085750929701,1411.4505328974772,0.02181287215143907,1.469394352400459e-05
29000,-47.631699157156675,9.717781386201674,1390.4158993899175,0.021478356235100592,1.4699296331214403e-05
29100,-47.532606916587326,9.717477035772212,1369.7044205041805,0.02114912417765636,1.4704647941624852e-05
29200,-47.43351777945574,9.717172699640415,1349.3109833569367,0.02082509009490423,1.4709998355783507e-05
29300,-47.33443174561614,9.716868377805389,1329.2305582992988,0.020506169537885626,1.4715347574237623e-05
29400,-47.23534881492273,9.716564070266239,1309.458197523822,0.0201922794682458,1.4720695597534154e-05
29500,-47.136268987229755,9.716259777022069,1289.9890336954406,0.019883338234028144,1.472604242621974e-05
29600,-47.03719226239144,9.715955498071983,1270.8182786059967,0.019579265545895935,1.4731388060840721e-05
29700,-46.93811864026205,9.715651233415088,1251.9412218517912,0.019279982453771355,1.4736732501943124e-05
29800,-46.83904812069582,9.715346983050487,1233.3532295338957,0.018985411323886547,1.4742075750072675e-05
29900,-46.73998070354702,9.715042746977288,1215.0497429807183,0.018695475816237588,1.474741780577479e-05
30000,-46.64091638866992,9.71473852519459,1197.026277492562,0.01841010086243616,1.4752758669594572e-05
30100,-46.54185517591881,9.714434317701501,1179.2784211075714,0.01812921264394838,1.4758098342076824e-05
30200,-46.44279706514797,9.714130124497128,1161.8018333890006,0.017852738570718545,1.4763436823766045e-05
30300,-46.34374205621171,9.713825945580576,1144.5922442330645,0.01758060726016537,1.4768774115206417e-05
30400,-46.24469014896431,9.713521780950948,1127.645452697358,0.017312748516549174,1.4774110216941826e-05
30500,-46.14564134326014,9.713217630607348,1110.9573258492408,0.017049093310699846,1.4779445129515843e-05
30600,-46.04659563895348,9.712913494548886,1094.5237976339042,0.0167895737600999,1.4784778853471739e-05
30700,-45.94755303589872,9.712609372774665,1078.3408677618777,0.01653412310931802,1.4790111389352463e-05
30800,-45.848513533950154,9.712305265283788,1062.4046006154256,0.016282675710783463,1.4795442737700686e-05
30900,-45.74947713296214,9.712001172075365,1046.7111241737502,0.01603516700589905,1.4800772899058747e-05
31000,-45.65044383278908,9.7116970931485,1031.256628956436,0.01579153350648304,1.4806101873968686e-05
31100,-45.551413633285335,9.711393028502297,1016.0373669849911,0.015551712776536669,1.4811429662972243e-05
31200,-45.45238653430525,9.711088978135864,1001.0496507620727,0.01531564341433006,1.4816756266610847e-05
31300,-45.35336253570327,9.710784942048306,986.2898522681232,0.015083265034801315,1.4822081685425617e-05
31400,-45.254341637333766,9.710480920238728,971.7544019751049,0.014854518252263088,1.4827405919957373e-05
31500,-45.155323839051135,9.710176912706238,957.4397878770404,0.014629344663411203,1.4832728970746627e-05
31600,-45.05630914070983,9.709872919449941,943.342554537046,0.014407686830629656,1.483805083833358e-05
31700,-44.95729754216424,9.709568940468943,929.4593021505885,0.014189488265586917,1.4843371523258135e-05
31800,-44.858289043268826,9.70926497576235,915.7866856246704,0.013974693413118213,1.484869102605988e-05
31900,-44.759283643878064,9.70896102532927,902.3214136726968,0.013763247635389093,1.4854009347278106e-05
32000,-44.66028134384635,9.708657089168804,889.0602479246916,0.0135550971963344,1.4859326487451799e-05
32100,-44.561282143028166,9.708353167280066,876.0000020526355,0.013350189246368317,1.4864642447119628e-05
32200,-44.39440091557847,9.708049259662157,863.1376664515708,0.013144571800887489,1.4873601173510444e-05
32300,-44.11722050766102,9.707745366314187,850.478525754703,0.012936113439368652,1.488847475908251e-05
32400,-43.84004877631915,9.70744148723526,838.0204117339906,0.01273121351021193,1.490333994906127e-05
32500,-43.56288572114542,9.707137622424485,825.7598892063166,0.012529806977956411,1.4918196753736782e-05
32600,-43.28573134173246,9.706833771880964,813.6935858237216,0.01233183007389975,1.4933045183384072e-05
32700,-43.00858563767298,9.706529935603811,801.818190848702,0.012137220269907711,1.494788524826314e-05
32800,-42.73144860855962,9.706226113592129,790.1304539548489,0.01194591625279657,1.4962716958618981e-05
32900,-42.45432025398506,9.705922305845023,778.6271840522471,0.011757857899274724,1.4977540324681567e-05
33000,-42.17720057354211,9.705618512361605,767.3052481371369,0.011572986251431387,1.499235535666587e-05
33100,-41.90008956682345,9.705314733140977,756.1615701652677,0.011391243492759022,1.5007162064771861e-05
33200,-41.62298723342187,9.705010968182249,745.1931299484467,0.011212572924697677,1.5021960459184513e-05
33300,-41.34589357293021,9.704707217484529,734.3969620737861,0.011036918943689304,1.5036750550073804e-05
33400,-41.06880858494128,9.70440348104692,723.7701548451256,0.01086422701872992,1.5051532347594733e-05
33500,-40.79173226904791,9.704099758868537,713.3098492461895,0.010694443669408889,1.5066305861887317e-05
33600,-40.51466462484305,9.70379605094848,703.013237924955,0.010527516444423344,1.5081071103076596e-05
33700,-40.23760565191955,9.70349235728586,692.87756419884,0.010363393900557946,1.5095828081272647e-05
33800,-39.96055534987039,9.703188677879783,682.9001210801868,0.010202025582118282,1.5110576806570588e-05
33900,-39.68351371828848,9.702885012729359,673.0782503216547,0.010043362000808324,1.5125317289050585e-05
34000,-39.406480756766825,9.702581361833696,663.4093414810768,0.009887354616041608,1.5140049538777844e-05
34100,-39.12945646489845,9.702277725191898,653.8908310053487,0.009733955815676135,1.5154773565802649e-05
34200,-38.852440842276394,9.701974102803076,644.5202013329613,0.009583118897163664,1.5169489380160333e-05
34300,-38.57543388849368,9.701670494666338,635.2949800147535,0.009434798049103663,1.5184196991871328e-05
34400,-38.298435603143446,9.70136690078079,626.212738852523,0.009288948333193213,1.5198896410941123e-05
34500,-38.02144598581873,9.701063321145542,617.2710930550659,0.0091455256665632,1.5213587647360318e-05
34600,-37.74446503611276,9.7007597557597,608.4677004113341,0.009004486804493044,1.5228270711104602e-05
34700,-37.467492753618615,9.700456204622375,599.8002604802751,0.008865789323494326,1.5242945612134766e-05
34800,-37.19052913792956,9.700152667732674,591.2665137970638,0.008729391604756049,1.5257612360396728e-05
34900,-36.913574188638734,9.699849145089702,582.8642410953187,0.00859525281794252,1.5272270965821526e-05
35000,-36.636627905339424,9.699545636692575,574.5912625450029,0.008463332905336525,1.5286921438325325e-05
35100,-36.359690287624886,9.699242142540397,566.4454370056565,0.008333592566319756,1.5301563787809435e-05
35200,-36.082761335088435,9.698938662632274,558.4246612946315,0.00820599324218293,1.531619802416032e-05
35300,-35.80584104732333,9.698635196967322,550.5268694700222,0.008080497101258311,1.5330824157249598e-05
35400,-35.52892942392293,9.69833174554464,542.7500321279787,0.007957067024367515,1.534544219693407e-05
35500,-35.25202646448065,9.698028308363346,535.0921557140788,0.007835666590577158,1.536005215305569e-05
35600,-34.97513216858982,9.697724885422543,527.5512818484887,0.007716260063255965,1.537465403544162e-05
35700,-34.69824653584388,9.697421476721342,520.1254866645965,0.007598812376426224,1.5389247853904228e-05
35800,-34.4213695658363,9.697118082258852,512.8128801608525,0.0074832891214033186,1.5403833618241064e-05
35900,-34.14450125816049,9.696814702034182,505.6116055655265,0.007369656533716751,1.5418411338234928e-05
36000,-33.86764161241001,9.696511336046441,498.51983871410647,0.00725788148030639,1.543298102365382e-05
36100,-33.590790628178326,9.69620798429474,491.5357874390894,0.00714793144698802,1.5447542684250995e-05
36200,-33.313948305059,9.695904646778182,484.65769097188576,0.00703977452618204,1.5462096329764964e-05
36300,-33.037114642645605,9.695601323495882,477.88381935658873,0.006933379404899491,1.5476641969919494e-05
36400,-32.76028964053177,9.695298014446951,471.21247287536744,0.006828715352979899,1.5491179614423606e-05
36500,-32.483473298311026,9.694994719630493,464.641981485226,0.0067257522115751105,1.550570927297164e-05
36600,-32.20666561557712,9.694691439045622,458.1707042659052,0.006624460381873972,1.5520230955243198e-05
36700,-31.929866591923656,9.694388172691445,451.79702887868035,0.006524810814062251,1.5534744670903213e-05
36800,-31.653076226944393,9.694084920567073,445.51937103584004,0.0064267749965129135,1.554925042960191e-05
36900,-31.37629452023296,9.693781682671617,439.3361739806103,0.006330324945201418,1.5563748240974872e-05
37000,-31.099521471383184,9.693478459004183,433.2459079773245,0.006235433193341394,1.5578238114643002e-05
37100,-30.822757079988833,9.69317524956388,427.2470698115978,0.0061420727812354385,1.5592720060212562e-05
37200,-30.546001345643674,9.692872054349827,421.3381823003316,0.006050217246336827,1.560719408727518e-05
37300,-30.269254267941534,9.692568873361125,415.5177938113156,0.005959840613517095,1.5621660205407865e-05
37400,-29.992515846476266,9.692265706596888,409.78447779224643,0.005870917385535249,1.563611842417301e-05
37500,-29.71578608084178,9.691962554056225,404.136832308961,0.005783422533704122,1.5650568753118404e-05
37600,-29.439064970631932,9.691659415738245,398.57347959268463,0.005697331488749423,1.5665011201777268e-05
37700,-29.16235251544066,9.691356291642064,393.09306559613225,0.005612620131857643,1.5679445779668238e-05
37800,-28.88564871486193,9.691053181766787,387.6942595582547,0.005529264785908368,1.5693872496295397e-05
37900,-28.60895356848971,9.690750086111525,382.3757535774637,0.005447242206887104,1.5708291361148274e-05
38000,-28.332267075917997,9.69044700467539,377.13626219315927,0.0053665295754747435,1.5722702383701866e-05
38100,-28.055589236740815,9.69014393745749,371.9745219753891,0.00528710448880979,1.5737105573416656e-05
38200,-27.778920050552216,9.689840884456938,366.88929112247416,0.005208944952419651,1.5751500939738606e-05
38300,-27.50225951694631,9.689537845672845,361.87934906643034,0.0051320293723172315,1.5765888492099205e-05
38400,-27.22560763551718,9.689234821104321,356.94349608603426,0.005056336547259378,1.5780268239915436e-05
38500,-26.94896440585893,9.688931810750477,352.08055292737197,0.0049818456611636025,1.5794640192589843e-05
38600,-26.672329827565733,9.688628814610427,347.28936043172143,0.004908536275679743,1.5809004359510498e-05
38700,-26.39570390023181,9.688325832683276,342.5687791706127,0.004836388322913118,1.5823360750051035e-05
38800,-26.119086623451295,9.688022864968138,337.9176890879244,0.004765382098296007,1.583770937357067e-05
38900,-25.842477996818445,9.687719911464123,333.3349891488723,0.004695498253604242,1.5852050239414208e-05
39000,-25.56587801992754,9.687416972170345,328.81959699574804,0.004626717790115785,1.586638335691205e-05
39100,-25.289286692372826,9.687114047085913,324.37044861027124,0.00455902205190825,1.588070873538022e-05
39200,-25.012704013748646,9.686811136209942,319.98649798242405,0.004492392719292439,1.589502638412037e-05
39300,-24.736129983649306,9.686508239541537,315.6667167856257,0.004426811802378837,1.5909336312419797e-05
39400,-24.459564601669143,9.686205357079814,311.4100940581369,0.004362261634774478,1.592363852955147e-05
39500,-24.18300786740261,9.685902488823883,307.2156358905463,0.004298724867407093,1.5937933044774025e-05
39600,-23.906459780444067,9.685599634772858,303.0823651192371,0.004236184462474129,1.5952219867331778e-05
39700,-23.62992034038794,9.685296794925847,299.0093210256939,0.004174623687513715,1.596649900645477e-05
39800,-23.35338954682868,9.684993969281967,294.9955590415457,0.004114026109595154,1.5980770471358757e-05
39900,-23.07686739936082,9.684691157840325,291.04015045922694,0.004054375589626398,1.5995034271245217e-05
40000,-22.800353897578844,9.684388360600034,287.1421821481316,0.003995656276775823,1.6009290415301384e-05
40100,-22.523849041077284,9.684085577560205,283.3007562761721,0.003937852603006222,1.6023538912700268e-05
40200,-22.247352829450676,9.683782808719954,279.5149900366092,0.0038809492777182705,1.6037779772600645e-05
40300,-21.97086526229367,9.68348005407839,275.78401538006653,0.003824931282501421,1.60520130041471e-05
40400,-21.694386339200804,9.683177313634625,272.10697875161975,0.0037697838659898706,1.6066238616470023e-05
40500,-21.417916059766753,9.682874587387772,268.4830408328531,0.003715492538821322,1.6080456618685627e-05
40600,-21.141454423586197,9.682571875336944,264.9113762887916,0.003662043068696451,1.6094667019895967e-05
40700,-20.865001430253756,9.682269177481253,261.39117351960635,0.0036094214755369074,1.6108869829188975e-05
40800,-20.58855707936422,9.681966493819813,257.92163441700256,0.003557614026739836,1.612306505563843e-05
40900,-20.312121370512273,9.681663824351732,254.50197412519245,0.003506607232526835,1.613725270830402e-05
41000,-20.0356943032927,9.681361169076126,251.13142080636308,0.0034563878413853754,1.6151432796231333e-05
41100,-19.759275877300297,9.681058527992107,247.8092154105522,0.003406942835600789,1.616560532845188e-05
41200,-19.482866092129882,9.68075590109879,244.53461144983822,0.003358259426876837,1.61797703139831e-05
41300,-19.206464947376247,9.680453288395285,241.30687477676793,0.003310325052043131,1.6193927761828414e-05
41400,-18.930072442634327,9.680150689880705,238.12528336692978,0.003263127368847487,1.6208077680977178e-05
41500,-18.65368857749894,9.679848105554164,234.9891271055926,0.0032166542518314513,1.622222008040476e-05
41600,-18.37731335156505,9.679545535414775,231.8977075783355,0.003170893788287374,1.623635496907252e-05
41700,-18.10094676442756,9.67924297946165,228.85033786557818,0.0031258342742951344,1.625048235592784e-05
41800,-17.824588815681494,9.678940437693903,225.84634234094725,0.0030814642108370695,1.6264602249904137e-05
41900,-17.54823950492178,9.678637910110647,222.8850564733923,0.0030377722999893053,1.627871465992089e-05
42000,-17.27189883174347,9.678335396710995,219.96582663298878,0.0029947474411880733,1.6292819594883632e-05
42100,-16.99556679574158,9.678032897494061,217.08800990034192,0.0029523787275692664,1.6306917063683994e-05
42200,-16.719243396511217,9.677730412458958,214.25097387953386,0.002910655442379899,1.6321007075199698e-05
42300,-16.442928633647455,9.677427941604801,211.4540965145343,0.0028695670554598402,1.6335089638294605e-05
42400,-16.166622506745398,9.677125484930702,208.69676590901616,0.0028291032197924992,1.63491647618187e-05
42500,-15.890325015400151,9.676823042435775,205.97838014949835,0.0027892537681228906,1.636323245460811e-05
42600,-15.61403615920699,9.676520614119132,203.2983471317615,0.0027500087096418314,1.6377292725485157e-05
42700,-15.337755937761017,9.676218199979889,200.65608439046628,0.0027113582267348185,1.6391345583258336e-05
42800,-15.061484350657508,9.675915800017162,198.0510189319114,0.002673292671794265,1.6405391036722347e-05
42900,-14.785221397491682,9.675613414230062,195.48258706987514,0.0026358025640938476,1.6419429094658114e-05
43000,-14.508967077858756,9.6753110426177,192.9502342644767,0.0025988785867236404,1.6433459765832814e-05
43100,-14.232721391354119,9.675008685179195,190.45341496399567,0.002562511583584764,1.6447483058999848e-05
43200,-13.956484337572988,9.674706341913662,187.99159244959958,0.0025266925564424087,1.6461498982898925e-05
43300,-13.680255916110866,9.674404012820208,185.56423868291768,0.0024914126620359874,1.647550754625602e-05
43400,-13.404036126562914,9.674101697897955,183.17083415640454,0.00245666320924521,1.648950875778345e-05
43500,-13.127824968524692,9.673799397146015,180.81086774644731,0.0024224356563110703,1.650350262617981e-05
43600,-12.851622441591587,9.673497110563499,178.483836569153,0.002388721608110458,1.6517489160130077e-05
43700,-12.575428545359046,9.673194838149525,176.18924583877035,0.002355512813483405,1.653146836830558e-05
43800,-12.299243279422456,9.672892579903207,173.92660872869683,0.0023228011626119085,1.6545440259364018e-05
43900,-12.023066643377376,9.672590335823662,171.69544623501494,0.0022905786844492036,1.6559404841949503e-05
44000,-11.746898636819367,9.67228810591,169.49528704251355,0.0022588375441985153,1.6573362124692546e-05
44100,-11.47073925934393,9.671985890161338,167.32566739314564,0.002227570040840282,1.6587312116210104e-05
44200,-11.19458851054668,9.67168368857679,165.18613095687425,0.0021967686047068506,1.660125482510557e-05
44300,-10.91844639002312,9.671381501155471,163.0762287048622,0.002166425795103688,1.6615190259968817e-05
44400,-10.642312897368981,9.671079327896498,160.99551878496052,0.0021365342979761913,1.6629118429376196e-05
44500,-10.366188032179878,9.670777168798985,158.94356639945,0.002107086923621126,1.6643039341890575e-05
44600,-10.090071794051426,9.670475023862044,156.91994368499348,0.0020780766044418285,1.665695300606133e-05
44700,-9.813964182579411,9.670172893084796,154.92422959475942,0.0020494963927463064,1.6670859430424384e-05
44800,-9.537865197359451,9.669870776466354,152.95600978266887,0.002021339458587304,1.6684758623502215e-05
44900,-9.261774837987446,9.669568674005827,151.01487648973293,0.0019935990876435807,1.669865059380388e-05
45000,-8.985693104059067,9.66926658570234,149.10042843243352,0.0019662686791414754,1.6712535349825033e-05
45100,-8.709619995170158,9.668964511555002,147.21227069311516,0.0019393417438160474,1.6726412900047932e-05
45200,-8.433555510916449,9.668662451562934,145.3500146123446,0.0019128119019109196,1.6740283252941487e-05
45300,-8.157499650893897,9.668360405725245,143.51327768320255,0.001886672881216085,1.6754146416961233e-05
45400,-7.8814524146983445,9.668058374041056,141.70168344747177,0.0018609185151429177,1.6768002400549377e-05
45500,-7.6054138019256925,9.667756356509479,139.91486139368453,0.0018355427408356375,1.6781851212134833e-05
45600,-7.329383812171898,9.667454353129633,138.15244685699525,0.0018105395973185142,1.6795692860133187e-05
45700,-7.05336244503286,9.667152363900632,136.41408092083884,0.001785903223678028,1.6809527352946784e-05
45800,-6.777349700104594,9.666850388821592,134.69941032035237,0.001761627857279446,1.682335469896468e-05
45900,-6.501345576983056,9.666548427891628,133.00808734751155,0.0017377078320169246,1.6837174906562708e-05
46000,-6.225350075264316,9.66624648110986,131.33976975796367,0.001714137576596658,1.6850987984103474e-05
46100,-5.949363194544446,9.6659445484754,129.69412067951538,0.0016909116128522893,1.6864793939936377e-05
46200,-5.673384934419403,9.665642629987367,128.0708085222482,0.0016680245540919923,1.6878592782397648e-05
46300,-5.397415294485484,9.665340725644873,126.4695068902337,0.0016454711034766404,1.6892384519810327e-05
46400,-5.121454274338646,9.66503883544704,124.88989449480896,0.0016232460524283096,1.6906169160484327e-05
46500,-4.845501873575131,9.664736959392982,123.33165506939659,0.00160134427906871,1.691994671271643e-05
46600,-4.569558091791066,9.664435097481814,121.79447728582693,0.0015797607466867625,1.6933717184790293e-05
46700,-4.293622928582749,9.664133249712652,120.27805467214395,0.0015584905022348855,1.6947480584976503e-05
46800,-4.017696383546252,9.66383141608462,118.78208553186279,0.0015375286748533555,1.696123692153256e-05
46900,-3.7417784562779843,9.663529596596824,117.30627286465163,0.0015168704744222036,1.6974986202702917e-05
47000,-3.465869146374189,9.663227791248389,115.85032428841292,0.0014965111901401062,1.698872843671899e-05
47100,-3.1899684534310495,9.662926000038427,114.41395196273695,0.0014764461891297453,1.7002463631799176e-05
47200,-2.9140763770450917,9.662624222966057,112.99687251370267,0.0014566709150691168,1.701619179614889e-05
47300,-2.6381929168125,9.662322460030397,111.59880696000062,0.001437180886848274,1.7029912937960552e-05
47400,-2.5,9.66202071123056,110.21975751573247,0.001418696595169176,1.703678352542704e-05
47500,-2.5,9.661718976565668,108.85751948967102,0.0014011625115081092,1.703678352542704e-05
47600,-2.5,9.661417256034834,107.51215951383648,0.0013838456741278335,1.703678352542704e-05
47700,-2.5,9.661115549637179,106.18346795350531,0.0013667433847093253,1.703678352542704e-05
47800,-2.5,9.660813857371815,104.87123778414194,0.0013498529785306657,1.703678352542704e-05
47900,-2.5,9.660512179237868,103.57526455881973,0.0013331718240476992,1.703678352542704e-05
48000,-2.5,9.660210515234448,102.29534637604866,0.0013166973224799268,1.703678352542704e-05
48100,-2.5,9.659908865360674,101.03128384800617,0.001300426907401588,1.703678352542704e-05
48200,-2.5,9.659607229615665,99.78288006916561,0.0012843580443378617,1.703678352542704e-05
48300,-2.5,9.659305607998538,98.54994058531659,0.00126848823036611,1.703678352542704e-05
48400,-2.5,9.65900400050841,97.33227336297314,0.0012528149937221155,1.703678352542704e-05
48500,-2.5,9.658702407144402,96.12968875916496,0.001237335893411248,1.703678352542704e-05
48600,-2.5,9.658400827905627,94.9419994916062,0.0012220485188244902,1.703678352542704e-05
48700,-2.5,9.658099262791207,93.76902060923736,0.0012069504893592695,1.703678352542704e-05
48800,-2.5,9.657797711800258,92.61056946313565,0.001192039454045027,1.703678352542704e-05
48900,-2.5,9.657496174931897,91.46646567778996,0.0011773130911734845,1.703678352542704e-05
49000,-2.5,9.657194652185245,90.33653112273377,0.0011627691079335162,1.703678352542704e-05
49100,-2.5,9.656893143559419,89.22058988453446,0.0011484052400506071,1.703678352542704e-05
49200,-2.5,9.656591649053537,88.11846823913156,0.0011342192514308066,1.703678352542704e-05
49300,-2.5,9.656290168666716,87.0299946245218,0.0011202089338091415,1.703678352542704e-05
49400,-2.5,9.655988702398078,85.95499961378545,0.0011063721064024231,1.703678352542704e-05
49500,-2.5,9.655687250246737,84.89331588845023,0.0010927066155664031,1.703678352542704e-05
49600,-2.5,9.655385812211817,83.84477821218817,0.0010792103344572086,1.703678352542704e-05
49700,-2.5,9.65508438829243,82.80922340484146,0.0010658811626970172,1.703678352542704e-05
49800,-2.5,9.6547829784877,81.78649031677296,0.001052717026043908,1.703678352542704e-05
49900,-2.5,9.654481582796745,80.77641980353758,0.0010397158760658447,1.703678352542704e-05
50000,-2.5,9.654180201218683,79.77885470087064,0.001026875689818736,1.703678352542704e-05
50100,-2.5,9.65387883375263,78.79363979998845,0.0010141944695285171,1.703678352542704e-05
50200,-2.5,9.65357748039771,77.82062182319811,0.0010016702422772114,1.703678352542704e-05
50300,-2.5,9.653276141153038,76.85964939981213,0.000989301059692913,1.703678352542704e-05
50400,-2.5,9.652974816017734,75.91057304236415,0.0009770849976436494,1.703678352542704e-05
50500,-2.5,9.652673504990922,74.9732451231222,0.0009650201559350676,1.703678352542704e-05
50600,-2.5,9.652372208071714,74.04751985089548,0.0009531046580119059,1.703678352542704e-05
50700,-2.5,9.652070925259231,73.13325324813079,0.0009413366506631869,1.703678352542704e-05
50800,-2.5,9.651769656552595,72.230303128296,0.0009297143037311102,1.703678352542704e-05
50900,-2.5,9.651468401950927,71.33852907354566,0.0009182358098235734,1.703678352542704e-05
51000,-2.5,9.651167161453342,70.4577924126659,0.0009068993840302901,1.703678352542704e-05
51100,-2.5,9.650865935058961,69.58795619929506,0.0008957032636424557,1.703678352542704e-05
51200,-2.5,9.650564722766905,68.72888519041696,0.0008846457078759231,1.703678352542704e-05
51300,-2.5,9.65026352457629,67.88044582512215,0.0008737249975978277,1.703678352542704e-05
51400,-2.5,9.649962340486244,67.04250620363541,0.000862939435056639,1.703678352542704e-05
51500,-2.7411373685174567,9.649661170495879,66.21435317787103,0.0008530398623316846,1.7024793737261087e-05
51600,-3.0166507156426405,9.649360014604316,65.39589231447543,0.0008433549015364592,1.7011088551323728e-05
51700,-3.2921554643498325,9.649058872810677,64.58675363274182,0.0008337704812557169,1.699737721459367e-05
51800,-3.567651615041484,9.648757745114082,63.78683999765578,0.0008242856554280368,1.6983659720140526e-05
51900,-3.8431391681201603,9.64845663151365,62.996055192243695,0.000814899485977108,1.696993606102378e-05
52000,-4.118618123988313,9.6481555320085,62.21430390978315,0.0008056110427520474,1.695620623029285e-05
52100,-4.3940884830483355,9.647854446597757,61.44149174607193,0.0007964194034681073,1.6942470220987024e-05
52200,-4.6695502457026805,9.647553375280538,60.67752519175455,0.0007873236536477606,1.6928728026135475e-05
52300,-4.945003412353685,9.647252318055964,59.92231162470761,0.000778322886562184,1.6914979638757245e-05
52400,-5.220447983403801,9.646951274923154,59.175759302481985,0.0007694162031731145,1.6901225051861217e-05
52500,-5.495883959255252,9.64665024588123,58.43777735480231,0.0007606027120750878,1.6887464258446136e-05
52600,-5.771311340310433,9.64634923092931,57.70827577612305,0.0007518815294380571,1.687369725150056e-05
52700,-6.046730126971568,9.646048230066523,56.987165418240984,0.0007432517789503837,1.685992402400289e-05
52800,-6.322140319640994,9.645747243291979,56.274357982963636,0.0007347125917622061,1.6846144568921315e-05
52900,-6.597541918720879,9.645446270604804,55.56976601483319,0.0007262631064291759,1.6832358879213826e-05
53000,-6.872934924613446,9.64514531200412,54.87330289390592,0.0007179024688565695,1.6818566947828213e-05
53100,-7.14831933772092,9.644844367489046,54.18488282858604,0.0007096298322437611,1.6804768767702025e-05
53200,-7.423695158445469,9.644543437058704,53.50442084851441,0.0007014443570290648,1.6790964331762596e-05
53300,-7.699062387189144,9.644242520712215,52.83183279751121,0.0006933452108349403,1.6777153632926993e-05
53400,-7.974421024354115,9.6439416184487,52.167035326572226,0.0006853315684135561,1.6763336664102038e-05
53500,-8.24977107034249,9.643640730267279,51.50994588691914,0.0006774026115927214,1.674951341818428e-05
53600,-8.525112525556267,9.643339856167074,50.86048272310182,0.0006695575292221592,1.6735683888059987e-05
53700,-8.800445390397499,9.643038996147206,50.21856486615462,0.0006617955171201554,1.672184806660515e-05
53800,-9.07576966526824,9.6427381502068,49.5841121268039,0.0006541157780205424,1.670800594668544e-05
53900,-9.351085350570429,9.642437318344971,48.95704508872805,0.0006465175215200446,1.669415752115622e-05
54000,-9.626392446706063,9.642136500560849,48.337285101869405,0.000638999964025973,1.6680302782862553e-05
54100,-9.901690954077026,9.641835696853546,47.72475427579684,0.0006315623287042612,1.6666441724639135e-05
54200,-10.176980873085256,9.641534907222193,47.11937547311969,0.0006242038454278507,1.665257433931034e-05
54300,-10.452262204132637,9.641234131665902,46.52107230295266,0.0006169237507254242,1.663870061969019e-05
54400,-10.727534947621052,9.640933370183804,45.92976911443012,0.0006097212877304693,1.6624820558582327e-05
54500,-11.002799103952327,9.640632622775017,45.345390990271156,0.0006025957061306917,1.6610934148780023e-05
54600,-11.278054673528231,9.640331889438663,44.76786374039383,0.0005955462621177615,1.659704138306618e-05
54700,-11.553301656750591,9.640031170173863,44.19711389557883,0.0005885722183373963,1.658314225421328e-05
